"","acceptedScientificName","LON","LAT"
"738","Lontra felina (Molina, 1782)",-71.545312,-32.351283
"739","Lontra felina (Molina, 1782)",-73.462139,-39.629264
"744","Lontra felina (Molina, 1782)",-70.141727,-20.911816
"745","Lontra felina (Molina, 1782)",-71.576812,-29.252346
"746","Lontra felina (Molina, 1782)",-77.216156,-11.711842
"748","Lontra felina (Molina, 1782)",-70.875929,-27.121756
"749","Lontra felina (Molina, 1782)",-73.159886,-36.628046
"753","Lontra felina (Molina, 1782)",-77.162618,-11.977082
"754","Lontra felina (Molina, 1782)",-71.767337,-33.224031
"756","Lontra felina (Molina, 1782)",-77.25819,-11.7025
"757","Lontra felina (Molina, 1782)",-73.543175,-39.682088
"759","Lontra felina (Molina, 1782)",-73.007872,-43.698659
"761","Lontra felina (Molina, 1782)",-73.740826,-39.839714
"762","Lontra felina (Molina, 1782)",-71.315564,-29.873432
"764","Lontra felina (Molina, 1782)",-70.155877,-20.939808
"765","Lontra felina (Molina, 1782)",-70.214212,-20.824476
"767","Lontra felina (Molina, 1782)",-73.271845,-36.636004
"768","Lontra felina (Molina, 1782)",-71.596924,-32.472813
"771","Lontra felina (Molina, 1782)",-71.358581,-29.908128
"773","Lontra felina (Molina, 1782)",-71.790179,-33.450341
"774","Lontra felina (Molina, 1782)",-71.701058,-33.531194
"776","Lontra felina (Molina, 1782)",-71.709039,-33.458297
"778","Lontra felina (Molina, 1782)",-71.786271,-33.516143
"780","Lontra felina (Molina, 1782)",-71.714082,-33.519948
"781","Lontra felina (Molina, 1782)",-73.414846,-39.860137
"784","Lontra felina (Molina, 1782)",-70.439456,-23.652183
"785","Lontra felina (Molina, 1782)",-76.786406,-12.537156
"786","Lontra felina (Molina, 1782)",-71.795118,-33.17993
"789","Lontra felina (Molina, 1782)",-73.279782,-36.698629
"793","Lontra felina (Molina, 1782)",-71.571915,-32.227119
"794","Lontra felina (Molina, 1782)",-74.166139,-41.958092
"796","Lontra felina (Molina, 1782)",-71.58626,-32.874565
"797","Lontra felina (Molina, 1782)",-73.145578,-36.733534
"799","Lontra felina (Molina, 1782)",-71.525036,-29.073177
"801","Lontra felina (Molina, 1782)",-72.119701,-17.042705
"802","Lontra felina (Molina, 1782)",-71.584718,-29.134127
"803","Lontra felina (Molina, 1782)",-71.523039,-32.267295
"807","Lontra felina (Molina, 1782)",-70.377269,-20.806005
"809","Lontra felina (Molina, 1782)",-71.373379,-29.972205
"811","Lontra felina (Molina, 1782)",-70.347859,-18.538181
"812","Lontra felina (Molina, 1782)",-73.026988,-36.60791
"813","Lontra felina (Molina, 1782)",-71.568501,-32.888067
"814","Lontra felina (Molina, 1782)",-71.563748,-30.213835
"822","Lontra felina (Molina, 1782)",-71.598426,-32.557078
"824","Lontra felina (Molina, 1782)",-73.555843,-39.831991
"825","Lontra felina (Molina, 1782)",-71.62608,-33.511258
"827","Lontra felina (Molina, 1782)",-71.573511,-32.445606
"828","Lontra felina (Molina, 1782)",-71.496677,-29.218709
"834","Lontra felina (Molina, 1782)",-74.197506,-42.169164
"837","Lontra felina (Molina, 1782)",-71.564525,-32.81675
"839","Lontra felina (Molina, 1782)",-73.377805,-36.611059
"840","Lontra felina (Molina, 1782)",-71.594195,-32.711396
"841","Lontra felina (Molina, 1782)",-70.796365,-26.075028
"844","Lontra felina (Molina, 1782)",-73.397879,-39.614832
"845","Lontra felina (Molina, 1782)",-73.179655,-43.747778
"846","Lontra felina (Molina, 1782)",-71.598544,-29.146135
"847","Lontra felina (Molina, 1782)",-73.361002,-36.733435
"849","Lontra felina (Molina, 1782)",-71.705013,-33.296669
"850","Lontra felina (Molina, 1782)",-71.72721,-33.088279
"852","Lontra felina (Molina, 1782)",-71.420589,-29.280252
"853","Lontra felina (Molina, 1782)",-71.718115,-33.362836
"855","Lontra felina (Molina, 1782)",-71.378797,-29.857019
"858","Lontra felina (Molina, 1782)",-71.437073,-29.391917
"859","Lontra felina (Molina, 1782)",-71.527404,-29.107831
"860","Lontra felina (Molina, 1782)",-71.421634,-29.331613
"866","Lontra felina (Molina, 1782)",-71.773444,-33.016757
"867","Lontra felina (Molina, 1782)",-71.37278,-29.694742
"868","Lontra felina (Molina, 1782)",-71.571589,-29.318408
"869","Lontra felina (Molina, 1782)",-70.377481,-18.527144
"870","Lontra felina (Molina, 1782)",-71.581312,-29.290653
"871","Lontra felina (Molina, 1782)",-71.530442,-32.690523
"874","Lontra felina (Molina, 1782)",-71.714602,-33.055839
"875","Lontra felina (Molina, 1782)",-71.788967,-33.409753
"878","Lontra felina (Molina, 1782)",-70.351738,-18.496892
"880","Lontra felina (Molina, 1782)",-74.108348,-41.848599
"881","Lontra felina (Molina, 1782)",-71.783764,-33.272045
"882","Lontra felina (Molina, 1782)",-71.511896,-29.035587
"883","Lontra felina (Molina, 1782)",-73.177106,-37.129846
"884","Lontra felina (Molina, 1782)",-71.727206,-33.378012
"886","Lontra felina (Molina, 1782)",-71.411228,-29.385498
"887","Lontra felina (Molina, 1782)",-71.415126,-29.303487
"888","Lontra felina (Molina, 1782)",-71.507423,-29.200899
"891","Lontra felina (Molina, 1782)",-70.660057,-26.111607
"893","Lontra felina (Molina, 1782)",-71.759862,-33.296117
"895","Lontra felina (Molina, 1782)",-71.428842,-29.274415
"897","Lontra felina (Molina, 1782)",-71.58914,-29.382174
"898","Lontra felina (Molina, 1782)",-71.594724,-29.195981
"899","Lontra felina (Molina, 1782)",-70.485769,-23.648628
"900","Lontra felina (Molina, 1782)",-73.778798,-40.40524
"904","Lontra felina (Molina, 1782)",-73.486445,-39.852712
"906","Lontra felina (Molina, 1782)",-71.516694,-29.006133
"908","Lontra felina (Molina, 1782)",-74.056784,-41.87381
"909","Lontra felina (Molina, 1782)",-71.478851,-29.298242
"910","Lontra felina (Molina, 1782)",-73.386303,-39.622327
"911","Lontra felina (Molina, 1782)",-71.571641,-32.769159
"912","Lontra felina (Molina, 1782)",-70.77641,-26.278317
"913","Lontra felina (Molina, 1782)",-70.705848,-26.339152
"915","Lontra felina (Molina, 1782)",-70.782428,-26.235477
"916","Lontra felina (Molina, 1782)",-70.702428,-26.255505
"917","Lontra felina (Molina, 1782)",-70.562023,-23.658617
"918","Lontra felina (Molina, 1782)",-71.550989,-29.055476
"919","Lontra felina (Molina, 1782)",-74.19965,-43.385235
"922","Lontra felina (Molina, 1782)",-76.853756,-12.454768
"924","Lontra felina (Molina, 1782)",-71.426905,-29.339344
"929","Lontra felina (Molina, 1782)",-74.118417,-41.891985
"930","Lontra felina (Molina, 1782)",-74.053562,-41.852157
"934","Lontra felina (Molina, 1782)",-71.58798,-29.046065
"935","Lontra felina (Molina, 1782)",-71.590169,-29.194982
"937","Lontra felina (Molina, 1782)",-71.565888,-29.193502
"938","Lontra felina (Molina, 1782)",-71.513702,-29.117523
"941","Lontra felina (Molina, 1782)",-71.565619,-29.059915
"942","Lontra felina (Molina, 1782)",-71.554987,-29.017047
"943","Lontra felina (Molina, 1782)",-71.561419,-29.254448
"944","Lontra felina (Molina, 1782)",-71.551774,-29.088112
"945","Lontra felina (Molina, 1782)",-71.492582,-29.39425
"946","Lontra felina (Molina, 1782)",-74.197247,-42.035964
"948","Lontra felina (Molina, 1782)",-73.760344,-40.586383
"949","Lontra felina (Molina, 1782)",-71.521843,-32.638473
"950","Lontra felina (Molina, 1782)",-71.598353,-29.285708
"954","Lontra felina (Molina, 1782)",-70.708934,-26.164563
"955","Lontra felina (Molina, 1782)",-74.918795,-43.50411
"956","Lontra felina (Molina, 1782)",-74.982561,-43.542288
"957","Lontra felina (Molina, 1782)",-74.886518,-43.504368
"958","Lontra felina (Molina, 1782)",-74.996404,-43.526487
"959","Lontra felina (Molina, 1782)",-74.829268,-43.403576
"960","Lontra felina (Molina, 1782)",-74.827806,-43.500011
"961","Lontra felina (Molina, 1782)",-74.860769,-43.457841
"964","Lontra felina (Molina, 1782)",-74.193894,-41.981696
"965","Lontra felina (Molina, 1782)",-71.552662,-32.462769
"966","Lontra felina (Molina, 1782)",-70.746786,-25.416722
"967","Lontra felina (Molina, 1782)",-76.727209,-12.584241
"968","Lontra felina (Molina, 1782)",-77.39722,-11.625457
"970","Lontra felina (Molina, 1782)",-74.161398,-41.814692
"972","Lontra felina (Molina, 1782)",-71.557635,-29.33016
"974","Lontra felina (Molina, 1782)",-74.197421,-41.988501
"975","Lontra felina (Molina, 1782)",-73.353611,-43.366667
"976","Lontra felina (Molina, 1782)",-73.28527,-42.582081
"977","Lontra felina (Molina, 1782)",-74.137563,-41.967864
"979","Lontra felina (Molina, 1782)",-70.762661,-18.126331
"980","Lontra felina (Molina, 1782)",-71.528392,-32.055806
"981","Lontra felina (Molina, 1782)",-74.117527,-41.960665
"983","Lontra felina (Molina, 1782)",-71.566616,-29.040292
"984","Lontra felina (Molina, 1782)",-70.781399,-26.024023
"986","Lontra felina (Molina, 1782)",-71.456177,-29.341888
"990","Lontra felina (Molina, 1782)",-72.001554,-17.058566
"992","Lontra felina (Molina, 1782)",-71.535344,-32.133951
"997","Lontra felina (Molina, 1782)",-74.085889,-41.874702
"998","Lontra felina (Molina, 1782)",-74.186875,-41.99533
"999","Lontra felina (Molina, 1782)",-74.128417,-41.842405
"1002","Lontra felina (Molina, 1782)",-74.161294,-41.862172
"1003","Lontra felina (Molina, 1782)",-74.143058,-41.90038
"1007","Lontra felina (Molina, 1782)",-71.512568,-29.127982
"1010","Lontra felina (Molina, 1782)",-74.081187,-41.914467
"1011","Lontra felina (Molina, 1782)",-74.0602,-41.916908
"1014","Lontra felina (Molina, 1782)",-73.925428,-41.622682
"1015","Lontra felina (Molina, 1782)",-70.795148,-26.094844
"1029","Lontra felina (Molina, 1782)",-73.162089,-36.739572
"1033","Lontra felina (Molina, 1782)",-70.342584,-18.755146
"1034","Lontra felina (Molina, 1782)",-73.162089,-36.739572
"1038","Lontra felina (Molina, 1782)",-71.533333,-32.916668
"1045","Lontra felina (Molina, 1782)",-73.599998,-43.916668
