acceptedScientificName;Lugar;decimalLongitude;decimalLatitude;year;month;day;eventDate;occurrenceStatus ;DEP,,
Lontra felina (Molina, 1782);Parque del Niño;-71.34308211;-17.638697;2022;5;23;NA;1;Moquegua,
Lontra felina (Molina, 1782);Parque del Niño;-71.34313;-17.63868;2022;5;19;NA;1;Moquegua,
Lontra felina (Molina, 1782);Parque del nino;-71.34312897;-17.638678;2022;10;4;NA;1;Moquegua,
Lontra felina (Molina, 1782);Le Grand Hotel Ilo;-71.34312897;-17.638678;2022;10;4;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Pozo de la Lechuga;-71.34259722;-17.636547;2022;11;27;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peña Blanca;-71.34279747;-17.627608;2022;5;19;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa La Poza de la Guarocha;-71.34458009;-17.626322;2022;5;19;NA;1;Moquegua,
Lontra felina (Molina, 1782);Gentilares;-71.34458009;-17.626322;2022;10;4;NA;1;Moquegua,
Lontra felina (Molina, 1782);Sendero Platanales;-71.39239297;-17.395471;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Sendero Platanales;-71.39274644;-17.392992;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Sendero Platanales;-71.39353057;-17.392522;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Platanales;-71.39327908;-17.391269;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Platanales;-71.39345851;-17.390599;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Cruz;-71.39938579;-17.386309;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Tres Puertas;-71.40416897;-17.385195;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Tres Puertas;-71.4042347;-17.385185;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Tres Puertas;-71.40395461;-17.384628;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Puerta Grande;-71.40485584;-17.383046;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Platanales;-71.40650769;-17.380596;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Sur;-71.43045741;-17.365601;2022;10;1;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Norte;-71.43148204;-17.365553;2022;7;26;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Sur;-71.4308874;-17.365397;2022;10;1;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Norte;-71.43100382;-17.364953;2022;10;1;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Sur;-71.42987265;-17.364768;2022;7;26;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Sur;-71.42987265;-17.364768;2022;7;26;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Sur;-71.42988146;-17.364723;2022;10;1;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Sur;-71.42861101;-17.363962;2022;10;1;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Norte;-71.43082917;-17.363835;2022;10;1;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Sur;-71.42829864;-17.363812;2022;10;1;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Norte;-71.43123606;-17.363307;2022;10;1;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Sur;-71.42668191;-17.362468;2022;7;26;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Norte;-71.43126818;-17.362177;2022;7;26;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Norte;-71.43126818;-17.362177;2022;7;26;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Norte;-71.43126818;-17.362177;2022;7;26;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Norte;-71.43126747;-17.362123;2022;10;1;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Norte;-71.43067629;-17.361516;2022;7;26;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Norte;-71.43038795;-17.358909;2022;10;1;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Norte;-71.43150812;-17.358263;2022;10;1;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Norte;-71.43186917;-17.357825;2022;10;1;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Norte;-71.43056567;-17.356694;2022;7;26;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Norte;-71.43056567;-17.356694;2022;7;26;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Norte;-71.43056567;-17.356694;2022;7;26;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Apacheta Norte;-71.43056567;-17.356694;2022;7;26;NA;1;Moquegua,
Lontra felina (Molina, 1782);Acantilado Chagllanto;-71.45007433;-17.332728;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Acantilado Chagllanto;-71.45036534;-17.332688;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Acantilado Chagllanto;-71.45142545;-17.332494;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Acantilado Chagllanto;-71.45171562;-17.332391;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Acantilado Chagllanto;-71.45225102;-17.331635;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Acantilado Chagllanto;-71.45268335;-17.330907;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Acantilado Chagllanto;-71.45270156;-17.330862;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Acantilado Chagllanto;-71.45361942;-17.33058;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Acantilado Chagllanto;-71.45385377;-17.330523;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa El Azangarino;-71.45487565;-17.330284;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa El Azangarino;-71.45681791;-17.329953;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa El Azangarino;-71.45594203;-17.329856;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa El Azangarino;-71.45681515;-17.329746;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa El Azangarino;-71.45731871;-17.328719;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa El Azangarino;-71.45784804;-17.328215;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa El Azangarino;-71.45825576;-17.327054;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa El Azangarino;-71.45873132;-17.32675;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa El Azangarino;-71.45945266;-17.326543;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa El Azangarino;-71.45999535;-17.326337;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa El Azangarino;-71.45997643;-17.326329;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa El Azangarino;-71.4604356;-17.325501;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa El Azangarino;-71.46051709;-17.325265;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.46342724;-17.324886;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.46350221;-17.324867;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.46345496;-17.32485;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.46345496;-17.32485;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.46345496;-17.32485;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.46315385;-17.324835;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.46381358;-17.32424;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.4651669;-17.324178;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.46557156;-17.323496;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.46648176;-17.323349;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.46650997;-17.323349;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.46592643;-17.323311;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.46708325;-17.32121;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.46689484;-17.321185;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.4752136;-17.320929;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47533571;-17.320919;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47522216;-17.320866;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.46735819;-17.320674;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47491512;-17.320409;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.46740122;-17.320375;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47483882;-17.320329;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47532712;-17.320277;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.4755131;-17.320122;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.4755131;-17.320122;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47536001;-17.319925;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47494221;-17.319623;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47374538;-17.31943;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47370583;-17.319286;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47276262;-17.319072;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47285615;-17.319034;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47473412;-17.318831;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47250441;-17.31875;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.46843964;-17.318565;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.4685034;-17.318411;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47152901;-17.318238;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47438513;-17.318049;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Peñas;-71.46887043;-17.317729;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47082963;-17.317271;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.4741564;-17.316417;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47411323;-17.316002;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Acantilado Yerba Buena;-71.47423219;-17.315757;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Acantilado Yerba Buena;-71.47258657;-17.313645;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47305581;-17.313576;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Acantilado Yerba Buena;-71.47300844;-17.31355;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47333457;-17.312625;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47169023;-17.312013;2022;5;21;NA;1;Moquegua,
Lontra felina (Molina, 1782);Acantilado Yerba Buena;-71.47370626;-17.31159;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47249317;-17.310178;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Acantilado Yerba Buena;-71.47211456;-17.309289;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Acantilado Yerba Buena;-71.47316532;-17.308409;2022;10;7;NA;1;Moquegua,
Lontra felina (Molina, 1782);Acantilado Yerba Buena;-71.47321076;-17.308291;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Quebrada Yerba Buena;-71.4719512;-17.30762;2022;7;25;NA;1;Moquegua,
Lontra felina (Molina, 1782);Isla grande;-71.52786082;-17.267136;2022;5;18;NA;1;Arequipa,
Lontra felina (Molina, 1782);Playa Acapulco;-71.52920371;-17.266966;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Cocotea;-71.52574274;-17.26616;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Playa Acapulco;-71.52091682;-17.265905;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Isla Grande;-71.52858284;-17.265556;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Playa Acapulco;-71.52018217;-17.26511;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Playa Acapulco;-71.52229052;-17.264614;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Playa Acapulco;-71.51899843;-17.263779;2022;5;18;NA;1;Arequipa,
Lontra felina (Molina, 1782);Playa Acapulco;-71.52976044;-17.262298;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Cordel;-71.5635503;-17.259991;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Cordel;-71.56354956;-17.259937;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Cordel;-71.56471144;-17.259669;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Cordel;-71.56345935;-17.259532;2022;5;18;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Cordel;-71.56550907;-17.258891;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Cordel;-71.56550907;-17.258891;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Cordel;-71.56550907;-17.258891;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Cordel;-71.56348708;-17.258818;2022;5;18;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Cordel;-71.56348696;-17.258809;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Lobos;-71.55138824;-17.258051;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Lobos;-71.55141999;-17.257626;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Peñón Lobos;-71.5612306;-17.25742;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Carrizales;-71.54599273;-17.257369;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Peñón Lobos;-71.56111682;-17.257349;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Peñón Lobos;-71.5612578;-17.257347;2022;5;18;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Lobos;-71.55252476;-17.257305;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Lobos;-71.55274994;-17.257275;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Quebrada Carrizales;-71.54843528;-17.257266;2022;5;18;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Carrizales;-71.54516307;-17.25719;2022;5;18;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Carrizales;-71.54510507;-17.257074;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Quebrada Carrizales;-71.55052761;-17.256987;2022;5;18;NA;1;Arequipa,
Lontra felina (Molina, 1782);Quebrada Carrizales;-71.54990634;-17.256922;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Quebrada Carrizales;-71.54989694;-17.256922;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Carrizales;-71.54784713;-17.256876;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Quebrada Carrizales;-71.54803348;-17.256756;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Peñón Lobos;-71.55894228;-17.256437;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Peñón Lobos;-71.55897913;-17.256382;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Quebrada Lagartijas;-71.56191184;-17.256381;2022;5;18;NA;1;Arequipa,
Lontra felina (Molina, 1782);Quebrada Carrizales;-71.54925931;-17.256352;2022;5;18;NA;1;Arequipa,
Lontra felina (Molina, 1782);Peñón Lobos;-71.55881849;-17.256321;2022;5;18;NA;1;Arequipa,
Lontra felina (Molina, 1782);Peñón Lobos;-71.55893127;-17.25632;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Quebrada Lobos;-71.55436073;-17.255475;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Corío;-71.556582;-17.255356;1905;6;19;NA;1;Arequipa,
Lontra felina (Molina, 1782);Quebrada Lobos;-71.55832212;-17.25509;2022;5;18;NA;1;Arequipa,
Lontra felina (Molina, 1782);Quebrada Lobos;-71.55695915;-17.25509;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Quebrada Lobos;-71.55518845;-17.254832;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Quebrada Lobos;-71.55577101;-17.254816;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Quebrada Lobos;-71.5551218;-17.25477;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Quebrada Lagartijas;-71.54334679;-17.253609;2022;10;8;NA;1;Arequipa,
Lontra felina (Molina, 1782);Isla grande;-71.54005014;-17.253186;2022;5;18;NA;1;Arequipa,
Lontra felina (Molina, 1782);Caleta de Jesus;-71.53675354;-17.251941;2022;7;21;NA;1;Arequipa,
Lontra felina (Molina, 1782);Catarindo;-72.03968;-17.017941;NA;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);Catarindo;-72.03968;-17.017941;NA;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);Catarindo;-72.03968;-17.017941;NA;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);Agua Lima, entre Ballenitas y Catarindo;-72.041522;-17.016436;2007;NA;NA;NA;1;Arequipa
Lontra felina (Molina, 1782);Pta. La Chira;-72.931602;-16.51915;2023;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);Puerto de Huanchaco;-79.121167;-8.078278;2011;NA;NA;NA;1;La Libertad,
Lontra felina (Molina, 1782);Isla Lobos de Tierra;-80.853791;-6.443489;1964;NA;NA;NA;1;Piura,
Lontra felina (Molina, 1782);Culebras;-78.231;-9.948;2003;NA;NA;NA;1;Ancash,
Lontra felina (Molina, 1782);Lagunillas (RNP);-76.31;-13.893;2002;NA;NA;NA;1;Ica,
Lontra felina (Molina, 1782);Pta. San Nicolás;-75.25219444444444;-15.253166666666667;2003;NA;NA;NA;1;Ica,
Lontra felina (Molina, 1782);Pta. San Nicolás;-75.25219444444444;-15.253166666666667;2003;NA;NA;NA;1;Ica,
Lontra felina (Molina, 1782);La Aguada;-75.07022222222223;-15.440555555555555;1998;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);La Aguada;-75.06866666666667;-15.442055555555555;1998;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);Tres Hermanas;-75.0736111111111;-15.4425;2002;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);La Aguada;-75.06269444444445;-15.445833333333333;2002;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);La Aguada;-75.046;-15.456;1997;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);La Aguada;-75.04;-15.459;1997;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);La Libertad;-74.98069444444444;-15.49613888888889;2003;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);La Libertad;-74.98069444444444;-15.49613888888889;2003;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);El Cachucho;-74.94441666666667;-15.519;1998;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);La Meca;-70.91116666666667;-17.94783333333333;2002;NA;NA;NA;1;Tacna,
Lontra felina (Molina, 1782);Morro Sama;-70.88425;-18.004805555555556;2002;NA;NA;NA;1;Tacna,
Lontra felina (Molina, 1782);Morro Sama Sur;-70.8818888888889;-18.00583333333333;2002;NA;NA;NA;1;Tacna,
Lontra felina (Molina, 1782);Morro Sama Sur;-70.8818888888889;-18.00583333333333;2002;NA;NA;NA;1;Tacna,
Lontra felina (Molina, 1782);Corío;-71.56348710083205;-17.258817619486766;2022;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Cordel;-71.56345937031145;-17.25953148676654;2022;NA;NA;NA;1;NA,
Lontra felina (Molina, 1782);Quebrada lagartija;-71.5619118587607;-17.256381061977148;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Peñón Lobos;-71.56125781269637;-17.257346776303738;2022;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);Corío;-71.55881850661947;-17.256321139547712;2022;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);Corío;-71.55832213673024;-17.255090098753985;2022;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);Catedral 2;-71.55052763032238;-17.256986556918708;2022;NA;NA;NA;1;NA,
Lontra felina (Molina, 1782);Corío;-71.54925933045148;-17.25635236019428;2022;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);Corío;-71.54843529944918;-17.25726600635149;2022;NA;NA;NA;1;Arequipa,
Lontra felina (Molina, 1782);Punta Carrizales;-71.54516309204146;-17.257190079477564;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa de isla grande;-71.54005015661139;-17.253185903808564;2022;NA;NA;NA;1;NA,
Lontra felina (Molina, 1782);Isla grande;-71.52786083743023;-17.26713605130328;2022;NA;NA;NA;1;NA,
Lontra felina (Molina, 1782);Bahía club los delfines;-71.51899844749516;-17.263779126378026;2022;NA;NA;NA;1;NA,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47532713320736;-17.320277294807987;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47533572471177;-17.320918480237104;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47494222218313;-17.319622696316365;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.4749151398382;-17.32040883934917;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47473413605965;-17.318830427354705;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47423220529198;-17.315756620384942;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47300845237513;-17.31354979017866;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47276263424241;-17.31907155672391;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47258658609684;-17.313645321152364;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47169025072267;-17.312012504533197;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.47152902603837;-17.31823774987896;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.46708326302796;-17.321210009483398;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.46592644888837;-17.323310727498292;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.46381359649344;-17.32423997398239;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.46342725367263;-17.324886024473155;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.460435616845;-17.32550088609763;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.45999537123194;-17.326337273593513;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.4582557809797;-17.327054136347204;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.45731872417511;-17.328718566154556;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.45681516328433;-17.329745406124133;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.45594204326987;-17.329855478181983;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.45487566946831;-17.330284050487563;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.4536194364865;-17.330579459522365;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.4526833694981;-17.33090706721071;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.45171563688126;-17.332391206134083;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.45142547037405;-17.332494117294864;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Punta Yerba Buena;-71.45036535434994;-17.332687749086197;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Pasando punta Apacheta;-71.40485585719891;-17.383045813012746;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Platanales;-71.40423471144442;-17.385184994847688;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Segundo punto, pasando punta Apacheta;-71.40416898892448;-17.385194819142054;2022;NA;NA;NA;1;Moquegua
Lontra felina (Molina, 1782);Sendero Platanal;-71.39353058462454;-17.392521726158385;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Platanales vista de otro lado;-71.39345852221876;-17.39059863019641;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Mas allá de NU8;-71.39274645249994;-17.392991798220624;2022;NA;NA;NA;1;NA,
Lontra felina (Molina, 1782);Tancona;-71.37178438275366;-17.693127123022446;2022;NA;NA;NA;1;Moquegua,
