acceptedScientificName;Lugar;decimalLongitude;decimalLatitude;year;month;day;eventDate;occurrenceStatus ;DEP,,
Lontra felina (Molina, 1782);Patio Southern;-71.35847788276413;-17.662747837418546;2023;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Cerca Caleta punta picata;-71.35824849050773;-17.663942897048077;2022;NA;NA;NA;1;Tacna,
Lontra felina (Molina, 1782);cerca Caleta punta picata;-71.35824849050773;-17.663942897048077;2022;NA;NA;NA;1;Tacna,
Lontra felina (Molina, 1782);Puerto Ingles;-71.35541259588452;-17.65743718990711;2023;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Tancona;-71.35531003189458;-17.657519710870115;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Puerto internacional de Ilo;-71.34741621363573;-17.64383002568943;2023;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Glorieta puerto Ilo;-71.34552078676238;-17.643690007481748;2023;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Detrás del hotel Ilo;-71.34458010343499;-17.62632217709672;2023;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Parque del niño;-71.34312898697074;-17.638678183043456;2023;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Parque de niño;-71.34308212421035;-17.638696805679782;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Tancona;-71.17605869886631;-17.79764188749242;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Tancona;-71.17565824517288;-17.801946284611716;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Tancona;-71.17494707088555;-17.799289315173656;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Tancona;-71.17437841741643;-17.80294517125229;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Tancona;-71.17206381455593;-17.803377404456537;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Tancona;-71.17139490296216;-17.803430001595885;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Tancona;-71.16947593797956;-17.804607593247894;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Tancona;-71.1694281396817;-17.80689360355206;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Tancona;-71.16828482866839;-17.81061003114969;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Tancona;-71.16799768871587;-17.810260908943008;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Tancona;-71.16520376279152;-17.81161980757335;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa Esfinge;-71.15914410690415;-17.815110562487543;2022;NA;NA;NA;1;NA,
Lontra felina (Molina, 1782);Playa Esfinge;-71.15291294381119;-17.818476570458163;2022;NA;NA;NA;1;Tacna,
Lontra felina (Molina, 1782);punta picata;-71.10422188760013;-17.85161003148336;2022;NA;NA;NA;1;Tacna,
Lontra felina (Molina, 1782);punta picata;-71.10227682805271;-17.853862351838178;2022;NA;NA;NA;1;Tacna,
Lontra felina (Molina, 1782);Caleta la Zonza;-71.09848798868978;-17.85575508356101;2022;NA;NA;NA;1;Moquegua,
Lontra felina (Molina, 1782);Playa de arena;-71.09756095947105;-17.86197129030108;2022;NA;NA;NA;1;Tacna,
Lontra felina (Molina, 1782);Caleta punta picata (puerto);-71.095524631675;-17.867720631472658;2022;NA;NA;NA;1;Tacna,
Lontra felina (Molina, 1782);Morro sama;-70.88433172219199;-17.994302750704602;2022;NA;NA;NA;1;Tacna,
Lontra felina (Molina, 1782);Morro sama;-70.88433172219199;-17.994302750704602;2022;NA;NA;NA;1;Tacna,
